#2,4,8,16,32 iv run:
#key_index key_hex budget success seconds
49 4524f9a03f2865cb566856db9e11e4f6701e77220a51048dd0792155a7fed6f8 16 1 skip-monotone
49 4524f9a03f2865cb566856db9e11e4f6701e77220a51048dd0792155a7fed6f8 32 1 skip-monotone
50 cfd5506e791cc54a543cdd6b8dbab81b7ea26e818e96562bbd318530ee30745e 2 0 18.180
50 cfd5506e791cc54a543cdd6b8dbab81b7ea26e818e96562bbd318530ee30745e 4 0 19.156
50 cfd5506e791cc54a543cdd6b8dbab81b7ea26e818e96562bbd318530ee30745e 8 0 19.175
50 cfd5506e791cc54a543cdd6b8dbab81b7ea26e818e96562bbd318530ee30745e 16 1 32.325
50 cfd5506e791cc54a543cdd6b8dbab81b7ea26e818e96562bbd318530ee30745e 32 1 skip-monotone
51 689a26bd5016ba707e3bd6e2d1b7fe8e48b98ba16e2f5256b331e690b883c586 2 0 9.097
51 689a26bd5016ba707e3bd6e2d1b7fe8e48b98ba16e2f5256b331e690b883c586 4 0 9.072
51 689a26bd5016ba707e3bd6e2d1b7fe8e48b98ba16e2f5256b331e690b883c586 8 1 27.237
51 689a26bd5016ba707e3bd6e2d1b7fe8e48b98ba16e2f5256b331e690b883c586 16 1 skip-monotone
51 689a26bd5016ba707e3bd6e2d1b7fe8e48b98ba16e2f5256b331e690b883c586 32 1 skip-monotone
52 cbc0dab55ee185c8337de813c9542581110457544fe6c7a3c1e8b2ad059095ac 2 0 8.090
52 cbc0dab55ee185c8337de813c9542581110457544fe6c7a3c1e8b2ad059095ac 4 0 8.103
52 cbc0dab55ee185c8337de813c9542581110457544fe6c7a3c1e8b2ad059095ac 8 1 26.218
52 cbc0dab55ee185c8337de813c9542581110457544fe6c7a3c1e8b2ad059095ac 16 1 skip-monotone
52 cbc0dab55ee185c8337de813c9542581110457544fe6c7a3c1e8b2ad059095ac 32 1 skip-monotone
53 9febd56d91b4b1aa7ddd4fe03eae7533658df45353e0b37eb975ffe8f8d96845 2 0 10.085
53 9febd56d91b4b1aa7ddd4fe03eae7533658df45353e0b37eb975ffe8f8d96845 4 1 25.231
53 9febd56d91b4b1aa7ddd4fe03eae7533658df45353e0b37eb975ffe8f8d96845 8 1 skip-monotone
53 9febd56d91b4b1aa7ddd4fe03eae7533658df45353e0b37eb975ffe8f8d96845 16 1 skip-monotone
53 9febd56d91b4b1aa7ddd4fe03eae7533658df45353e0b37eb975ffe8f8d96845 32 1 skip-monotone
54 0ab46343fc1a121be7d5f4c7459418388b78526cdf3cbd9890a971ee7ee42d2d 2 0 9.096
54 0ab46343fc1a121be7d5f4c7459418388b78526cdf3cbd9890a971ee7ee42d2d 4 0 9.118
54 0ab46343fc1a121be7d5f4c7459418388b78526cdf3cbd9890a971ee7ee42d2d 8 0 9.076
54 0ab46343fc1a121be7d5f4c7459418388b78526cdf3cbd9890a971ee7ee42d2d 16 1 27.231
54 0ab46343fc1a121be7d5f4c7459418388b78526cdf3cbd9890a971ee7ee42d2d 32 1 skip-monotone
55 53532531d48b5959178ef3109737a3c747fc7bfdbe5efe2bbb30a32ca5860617 2 0 14.143
55 53532531d48b5959178ef3109737a3c747fc7bfdbe5efe2bbb30a32ca5860617 4 1 28.225
55 53532531d48b5959178ef3109737a3c747fc7bfdbe5efe2bbb30a32ca5860617 8 1 skip-monotone
55 53532531d48b5959178ef3109737a3c747fc7bfdbe5efe2bbb30a32ca5860617 16 1 skip-monotone
55 53532531d48b5959178ef3109737a3c747fc7bfdbe5efe2bbb30a32ca5860617 32 1 skip-monotone
56 e1d16c308f5932b290830a23a0b5a33c45398277ceddff4b7bfe5d65f7f9a5d5 2 0 9.078
56 e1d16c308f5932b290830a23a0b5a33c45398277ceddff4b7bfe5d65f7f9a5d5 4 0 8.061
56 e1d16c308f5932b290830a23a0b5a33c45398277ceddff4b7bfe5d65f7f9a5d5 8 0 8.062
56 e1d16c308f5932b290830a23a0b5a33c45398277ceddff4b7bfe5d65f7f9a5d5 16 1 21.161
56 e1d16c308f5932b290830a23a0b5a33c45398277ceddff4b7bfe5d65f7f9a5d5 32 1 skip-monotone
57 828fefe479efedb80622590ea2ce159ab6323249459f20ddd31a9f11fac0a5cb 2 0 9.086
57 828fefe479efedb80622590ea2ce159ab6323249459f20ddd31a9f11fac0a5cb 4 0 10.089
57 828fefe479efedb80622590ea2ce159ab6323249459f20ddd31a9f11fac0a5cb 8 0 10.123
57 828fefe479efedb80622590ea2ce159ab6323249459f20ddd31a9f11fac0a5cb 16 1 25.179
57 828fefe479efedb80622590ea2ce159ab6323249459f20ddd31a9f11fac0a5cb 32 1 skip-monotone
58 4484e5b0a48b4a49c1cf083f39736271c7c61a5b9b304352813b31d9840cee7e 2 0 15.134
58 4484e5b0a48b4a49c1cf083f39736271c7c61a5b9b304352813b31d9840cee7e 4 1 24.200
58 4484e5b0a48b4a49c1cf083f39736271c7c61a5b9b304352813b31d9840cee7e 8 1 skip-monotone
58 4484e5b0a48b4a49c1cf083f39736271c7c61a5b9b304352813b31d9840cee7e 16 1 skip-monotone
58 4484e5b0a48b4a49c1cf083f39736271c7c61a5b9b304352813b31d9840cee7e 32 1 skip-monotone
59 43f30e644366ceaeb3ed8dd38d4bba54cd7b752189833bdff5e396cc53f315b4 2 0 10.079
59 43f30e644366ceaeb3ed8dd38d4bba54cd7b752189833bdff5e396cc53f315b4 4 1 35.216
59 43f30e644366ceaeb3ed8dd38d4bba54cd7b752189833bdff5e396cc53f315b4 8 1 skip-monotone
59 43f30e644366ceaeb3ed8dd38d4bba54cd7b752189833bdff5e396cc53f315b4 16 1 skip-monotone
59 43f30e644366ceaeb3ed8dd38d4bba54cd7b752189833bdff5e396cc53f315b4 32 1 skip-monotone
60 8560406cdaeb4815ddffa1393af7255cdd6eb70af883aab6a96b1cc32afa95db 2 0 13.080
60 8560406cdaeb4815ddffa1393af7255cdd6eb70af883aab6a96b1cc32afa95db 4 0 14.098
60 8560406cdaeb4815ddffa1393af7255cdd6eb70af883aab6a96b1cc32afa95db 8 1 27.177
60 8560406cdaeb4815ddffa1393af7255cdd6eb70af883aab6a96b1cc32afa95db 16 1 skip-monotone
60 8560406cdaeb4815ddffa1393af7255cdd6eb70af883aab6a96b1cc32afa95db 32 1 skip-monotone
61 82966e4b4c272818db1b04812bd8d27ec052f1a4add5adcf974d9f2bacb4433c 2 1 19.103
61 82966e4b4c272818db1b04812bd8d27ec052f1a4add5adcf974d9f2bacb4433c 4 1 skip-monotone
61 82966e4b4c272818db1b04812bd8d27ec052f1a4add5adcf974d9f2bacb4433c 8 1 skip-monotone
61 82966e4b4c272818db1b04812bd8d27ec052f1a4add5adcf974d9f2bacb4433c 16 1 skip-monotone
61 82966e4b4c272818db1b04812bd8d27ec052f1a4add5adcf974d9f2bacb4433c 32 1 skip-monotone
62 cc78d394c8afa3b47ecd9528fe0c7b8ca9e402f9bff446699c3a74408dbcb454 2 0 13.092
62 cc78d394c8afa3b47ecd9528fe0c7b8ca9e402f9bff446699c3a74408dbcb454 4 0 13.082
62 cc78d394c8afa3b47ecd9528fe0c7b8ca9e402f9bff446699c3a74408dbcb454 8 1 28.209
62 cc78d394c8afa3b47ecd9528fe0c7b8ca9e402f9bff446699c3a74408dbcb454 16 1 skip-monotone
62 cc78d394c8afa3b47ecd9528fe0c7b8ca9e402f9bff446699c3a74408dbcb454 32 1 skip-monotone
63 7e30a29f3a18b8ee05d4a48243bdef67d56b97d58f0989831b740ad8a5b21f5d 2 0 8.048
63 7e30a29f3a18b8ee05d4a48243bdef67d56b97d58f0989831b740ad8a5b21f5d 4 0 10.071
63 7e30a29f3a18b8ee05d4a48243bdef67d56b97d58f0989831b740ad8a5b21f5d 8 0 10.083
63 7e30a29f3a18b8ee05d4a48243bdef67d56b97d58f0989831b740ad8a5b21f5d 16 1 25.217
63 7e30a29f3a18b8ee05d4a48243bdef67d56b97d58f0989831b740ad8a5b21f5d 32 1 skip-monotone
64 fa759b56131fe6555af63aba4037f10a5bf76dc10d04840a557740bff40f242c 2 0 11.072
64 fa759b56131fe6555af63aba4037f10a5bf76dc10d04840a557740bff40f242c 4 0 13.092
64 fa759b56131fe6555af63aba4037f10a5bf76dc10d04840a557740bff40f242c 8 1 25.148
64 fa759b56131fe6555af63aba4037f10a5bf76dc10d04840a557740bff40f242c 16 1 skip-monotone
64 fa759b56131fe6555af63aba4037f10a5bf76dc10d04840a557740bff40f242c 32 1 skip-monotone
65 fdcd2c201c8e33ccfa4617fedd471dc8df8e63dcb16e5b0624b4415530d24d39 2 0 11.091
65 fdcd2c201c8e33ccfa4617fedd471dc8df8e63dcb16e5b0624b4415530d24d39 4 1 20.081
65 fdcd2c201c8e33ccfa4617fedd471dc8df8e63dcb16e5b0624b4415530d24d39 8 1 skip-monotone
65 fdcd2c201c8e33ccfa4617fedd471dc8df8e63dcb16e5b0624b4415530d24d39 16 1 skip-monotone
65 fdcd2c201c8e33ccfa4617fedd471dc8df8e63dcb16e5b0624b4415530d24d39 32 1 skip-monotone
66 617b63eaed625cd7a7b6d7483f9e311b665d3c8bdc35f8b65503649168783ddc 2 0 9.067
66 617b63eaed625cd7a7b6d7483f9e311b665d3c8bdc35f8b65503649168783ddc 4 0 9.091
66 617b63eaed625cd7a7b6d7483f9e311b665d3c8bdc35f8b65503649168783ddc 8 1 19.125
66 617b63eaed625cd7a7b6d7483f9e311b665d3c8bdc35f8b65503649168783ddc 16 1 skip-monotone
66 617b63eaed625cd7a7b6d7483f9e311b665d3c8bdc35f8b65503649168783ddc 32 1 skip-monotone
67 c3d8ed76d61f23d1b0abbf233b2d112a1dca9f0b60ac73e88400dce27ba7a9df 2 0 10.054
67 c3d8ed76d61f23d1b0abbf233b2d112a1dca9f0b60ac73e88400dce27ba7a9df 4 1 27.133
67 c3d8ed76d61f23d1b0abbf233b2d112a1dca9f0b60ac73e88400dce27ba7a9df 8 1 skip-monotone
67 c3d8ed76d61f23d1b0abbf233b2d112a1dca9f0b60ac73e88400dce27ba7a9df 16 1 skip-monotone
67 c3d8ed76d61f23d1b0abbf233b2d112a1dca9f0b60ac73e88400dce27ba7a9df 32 1 skip-monotone
68 dfabf706be8cc1131d9e6789c1972d9f307341c7deda54efbf097d1d5657c1b9 2 0 12.086
68 dfabf706be8cc1131d9e6789c1972d9f307341c7deda54efbf097d1d5657c1b9 4 1 23.130
68 dfabf706be8cc1131d9e6789c1972d9f307341c7deda54efbf097d1d5657c1b9 8 1 skip-monotone
68 dfabf706be8cc1131d9e6789c1972d9f307341c7deda54efbf097d1d5657c1b9 16 1 skip-monotone
68 dfabf706be8cc1131d9e6789c1972d9f307341c7deda54efbf097d1d5657c1b9 32 1 skip-monotone
69 81690d351f94b62b8411dc2752a9736d8087f24ba9bfcea434b71180c41d4a1e 2 0 13.072
69 81690d351f94b62b8411dc2752a9736d8087f24ba9bfcea434b71180c41d4a1e 4 0 14.065
69 81690d351f94b62b8411dc2752a9736d8087f24ba9bfcea434b71180c41d4a1e 8 1 31.187
69 81690d351f94b62b8411dc2752a9736d8087f24ba9bfcea434b71180c41d4a1e 16 1 skip-monotone
69 81690d351f94b62b8411dc2752a9736d8087f24ba9bfcea434b71180c41d4a1e 32 1 skip-monotone
70 4f98ab758032fa43806cda2071c1668a51f3814b6faa7287f12f604dfcc7d857 2 0 10.059
70 4f98ab758032fa43806cda2071c1668a51f3814b6faa7287f12f604dfcc7d857 4 0 10.058
70 4f98ab758032fa43806cda2071c1668a51f3814b6faa7287f12f604dfcc7d857 8 1 26.216
70 4f98ab758032fa43806cda2071c1668a51f3814b6faa7287f12f604dfcc7d857 16 1 skip-monotone
70 4f98ab758032fa43806cda2071c1668a51f3814b6faa7287f12f604dfcc7d857 32 1 skip-monotone
71 98a982b2209b5601094e34935db477cb0e97d25a098eae8c7d086cc4eb2ecfb8 2 0 10.044
71 98a982b2209b5601094e34935db477cb0e97d25a098eae8c7d086cc4eb2ecfb8 4 0 10.057
71 98a982b2209b5601094e34935db477cb0e97d25a098eae8c7d086cc4eb2ecfb8 8 1 27.156
71 98a982b2209b5601094e34935db477cb0e97d25a098eae8c7d086cc4eb2ecfb8 16 1 skip-monotone
71 98a982b2209b5601094e34935db477cb0e97d25a098eae8c7d086cc4eb2ecfb8 32 1 skip-monotone
72 0e721530e5398b3b20d1a63d26f5285f7b946d725bbe42a0366142af7f98a2f1 2 0 10.062
72 0e721530e5398b3b20d1a63d26f5285f7b946d725bbe42a0366142af7f98a2f1 4 0 10.081
72 0e721530e5398b3b20d1a63d26f5285f7b946d725bbe42a0366142af7f98a2f1 8 1 22.130
72 0e721530e5398b3b20d1a63d26f5285f7b946d725bbe42a0366142af7f98a2f1 16 1 skip-monotone
72 0e721530e5398b3b20d1a63d26f5285f7b946d725bbe42a0366142af7f98a2f1 32 1 skip-monotone
73 cd16256e94e6c039773188ce4dd1d389fc83d19dab6feb6723db591f2e4338d4 2 0 8.059
73 cd16256e94e6c039773188ce4dd1d389fc83d19dab6feb6723db591f2e4338d4 4 0 14.083
73 cd16256e94e6c039773188ce4dd1d389fc83d19dab6feb6723db591f2e4338d4 8 1 27.174
73 cd16256e94e6c039773188ce4dd1d389fc83d19dab6feb6723db591f2e4338d4 16 1 skip-monotone
73 cd16256e94e6c039773188ce4dd1d389fc83d19dab6feb6723db591f2e4338d4 32 1 skip-monotone
74 d8730bb7e1d2a8146d1644e9b06b760694bacbf1038c926365b95c17ead9abf6 2 0 9.055
74 d8730bb7e1d2a8146d1644e9b06b760694bacbf1038c926365b95c17ead9abf6 4 1 21.134
74 d8730bb7e1d2a8146d1644e9b06b760694bacbf1038c926365b95c17ead9abf6 8 1 skip-monotone
74 d8730bb7e1d2a8146d1644e9b06b760694bacbf1038c926365b95c17ead9abf6 16 1 skip-monotone
74 d8730bb7e1d2a8146d1644e9b06b760694bacbf1038c926365b95c17ead9abf6 32 1 skip-monotone
75 fe2b3aae5e6e270428acb17f71d78f66288d90c1329958ce1ff0befb5e65815b 2 0 11.093
75 fe2b3aae5e6e270428acb17f71d78f66288d90c1329958ce1ff0befb5e65815b 4 0 12.068
75 fe2b3aae5e6e270428acb17f71d78f66288d90c1329958ce1ff0befb5e65815b 8 1 24.166
75 fe2b3aae5e6e270428acb17f71d78f66288d90c1329958ce1ff0befb5e65815b 16 1 skip-monotone
75 fe2b3aae5e6e270428acb17f71d78f66288d90c1329958ce1ff0befb5e65815b 32 1 skip-monotone
76 3261ffb6f69d49cc59d66840def606b5a54ae80c23df83b3668260531f4902fd 2 0 8.039
76 3261ffb6f69d49cc59d66840def606b5a54ae80c23df83b3668260531f4902fd 4 0 8.055
76 3261ffb6f69d49cc59d66840def606b5a54ae80c23df83b3668260531f4902fd 8 1 25.183
76 3261ffb6f69d49cc59d66840def606b5a54ae80c23df83b3668260531f4902fd 16 1 skip-monotone
76 3261ffb6f69d49cc59d66840def606b5a54ae80c23df83b3668260531f4902fd 32 1 skip-monotone
77 77a613f628b4ed033b13156ffd622df0beffb297b916013fa80d63298b19b698 2 0 11.082
77 77a613f628b4ed033b13156ffd622df0beffb297b916013fa80d63298b19b698 4 1 19.122
77 77a613f628b4ed033b13156ffd622df0beffb297b916013fa80d63298b19b698 8 1 skip-monotone
77 77a613f628b4ed033b13156ffd622df0beffb297b916013fa80d63298b19b698 16 1 skip-monotone
77 77a613f628b4ed033b13156ffd622df0beffb297b916013fa80d63298b19b698 32 1 skip-monotone
78 47e66fa1c1f4002c28f5b2c5f8554988d0e1d86d532f4110847962bbabdbf911 2 0 10.066
78 47e66fa1c1f4002c28f5b2c5f8554988d0e1d86d532f4110847962bbabdbf911 4 0 10.074
78 47e66fa1c1f4002c28f5b2c5f8554988d0e1d86d532f4110847962bbabdbf911 8 1 20.103
78 47e66fa1c1f4002c28f5b2c5f8554988d0e1d86d532f4110847962bbabdbf911 16 1 skip-monotone
78 47e66fa1c1f4002c28f5b2c5f8554988d0e1d86d532f4110847962bbabdbf911 32 1 skip-monotone
79 df711d451677fdaa03a50e26c49acd8a6e552d6cb960c0e757d7c9b667c0a99c 2 0 14.094
79 df711d451677fdaa03a50e26c49acd8a6e552d6cb960c0e757d7c9b667c0a99c 4 1 25.150
79 df711d451677fdaa03a50e26c49acd8a6e552d6cb960c0e757d7c9b667c0a99c 8 1 skip-monotone
79 df711d451677fdaa03a50e26c49acd8a6e552d6cb960c0e757d7c9b667c0a99c 16 1 skip-monotone
79 df711d451677fdaa03a50e26c49acd8a6e552d6cb960c0e757d7c9b667c0a99c 32 1 skip-monotone
80 f765c1f48814521cfd15c6043720ae1ff06cd5b69a0409c473f62729f87740ec 2 0 11.065
80 f765c1f48814521cfd15c6043720ae1ff06cd5b69a0409c473f62729f87740ec 4 0 17.107
80 f765c1f48814521cfd15c6043720ae1ff06cd5b69a0409c473f62729f87740ec 8 1 21.127
80 f765c1f48814521cfd15c6043720ae1ff06cd5b69a0409c473f62729f87740ec 16 1 skip-monotone
80 f765c1f48814521cfd15c6043720ae1ff06cd5b69a0409c473f62729f87740ec 32 1 skip-monotone
81 a8af650887290532e7ee22ac9e86d36402dc16bb715d3e4b5bd52207a2d001c4 2 0 8.054
81 a8af650887290532e7ee22ac9e86d36402dc16bb715d3e4b5bd52207a2d001c4 4 0 8.042
81 a8af650887290532e7ee22ac9e86d36402dc16bb715d3e4b5bd52207a2d001c4 8 1 19.115
81 a8af650887290532e7ee22ac9e86d36402dc16bb715d3e4b5bd52207a2d001c4 16 1 skip-monotone
81 a8af650887290532e7ee22ac9e86d36402dc16bb715d3e4b5bd52207a2d001c4 32 1 skip-monotone
82 9410eb9056ce0b742112db8d53bf51bc7030830f16a08ee38e8a200f39cdf10c 2 0 16.102
82 9410eb9056ce0b742112db8d53bf51bc7030830f16a08ee38e8a200f39cdf10c 4 1 19.110
82 9410eb9056ce0b742112db8d53bf51bc7030830f16a08ee38e8a200f39cdf10c 8 1 skip-monotone
82 9410eb9056ce0b742112db8d53bf51bc7030830f16a08ee38e8a200f39cdf10c 16 1 skip-monotone
82 9410eb9056ce0b742112db8d53bf51bc7030830f16a08ee38e8a200f39cdf10c 32 1 skip-monotone
83 4d7d5d7261987cc48b02b51c183be050f3cc27c0164c39f72f1367ab9b77102b 2 0 11.077
83 4d7d5d7261987cc48b02b51c183be050f3cc27c0164c39f72f1367ab9b77102b 4 0 11.074
83 4d7d5d7261987cc48b02b51c183be050f3cc27c0164c39f72f1367ab9b77102b 8 0 11.083
83 4d7d5d7261987cc48b02b51c183be050f3cc27c0164c39f72f1367ab9b77102b 16 1 27.158
83 4d7d5d7261987cc48b02b51c183be050f3cc27c0164c39f72f1367ab9b77102b 32 1 skip-monotone
84 534a2e101e7575d8adfad85cdb61f1a6a4ec3cd87c546a721f34ec02f75221cf 2 0 10.091
84 534a2e101e7575d8adfad85cdb61f1a6a4ec3cd87c546a721f34ec02f75221cf 4 0 10.041
84 534a2e101e7575d8adfad85cdb61f1a6a4ec3cd87c546a721f34ec02f75221cf 8 1 24.140
84 534a2e101e7575d8adfad85cdb61f1a6a4ec3cd87c546a721f34ec02f75221cf 16 1 skip-monotone
84 534a2e101e7575d8adfad85cdb61f1a6a4ec3cd87c546a721f34ec02f75221cf 32 1 skip-monotone
85 d1855bdee3e8a141a0f4b083d1bdb707561119cc62584324cba051dc17bc9db7 2 0 9.063
85 d1855bdee3e8a141a0f4b083d1bdb707561119cc62584324cba051dc17bc9db7 4 1 27.179
85 d1855bdee3e8a141a0f4b083d1bdb707561119cc62584324cba051dc17bc9db7 8 1 skip-monotone
85 d1855bdee3e8a141a0f4b083d1bdb707561119cc62584324cba051dc17bc9db7 16 1 skip-monotone
85 d1855bdee3e8a141a0f4b083d1bdb707561119cc62584324cba051dc17bc9db7 32 1 skip-monotone
86 0f1b6e756de699c5783050b037956514523779c84b8976e51c99ce43524875cc 2 0 11.084
86 0f1b6e756de699c5783050b037956514523779c84b8976e51c99ce43524875cc 4 0 11.060
86 0f1b6e756de699c5783050b037956514523779c84b8976e51c99ce43524875cc 8 0 11.099
86 0f1b6e756de699c5783050b037956514523779c84b8976e51c99ce43524875cc 16 1 21.124
86 0f1b6e756de699c5783050b037956514523779c84b8976e51c99ce43524875cc 32 1 skip-monotone
87 864b15c796323b32467113078a42ab67147293d1f13f21a79bcbd72c45f73150 2 0 13.090
87 864b15c796323b32467113078a42ab67147293d1f13f21a79bcbd72c45f73150 4 0 14.073
87 864b15c796323b32467113078a42ab67147293d1f13f21a79bcbd72c45f73150 8 1 23.142
87 864b15c796323b32467113078a42ab67147293d1f13f21a79bcbd72c45f73150 16 1 skip-monotone
87 864b15c796323b32467113078a42ab67147293d1f13f21a79bcbd72c45f73150 32 1 skip-monotone
88 2c68b7306e5e20311dbdab3c12a1e2cf5b282eadf0c80f9405f27d4945907eee 2 0 10.058
88 2c68b7306e5e20311dbdab3c12a1e2cf5b282eadf0c80f9405f27d4945907eee 4 0 10.063
88 2c68b7306e5e20311dbdab3c12a1e2cf5b282eadf0c80f9405f27d4945907eee 8 1 24.140
88 2c68b7306e5e20311dbdab3c12a1e2cf5b282eadf0c80f9405f27d4945907eee 16 1 skip-monotone
88 2c68b7306e5e20311dbdab3c12a1e2cf5b282eadf0c80f9405f27d4945907eee 32 1 skip-monotone
89 0addd82d17ab619bc99ea4aab5a5d6840684a109de9a2830ec08549263a72c12 2 0 9.054
89 0addd82d17ab619bc99ea4aab5a5d6840684a109de9a2830ec08549263a72c12 4 1 22.124
89 0addd82d17ab619bc99ea4aab5a5d6840684a109de9a2830ec08549263a72c12 8 1 skip-monotone
89 0addd82d17ab619bc99ea4aab5a5d6840684a109de9a2830ec08549263a72c12 16 1 skip-monotone
89 0addd82d17ab619bc99ea4aab5a5d6840684a109de9a2830ec08549263a72c12 32 1 skip-monotone
90 a6d2f2158bf8214c46fc3aa30dc63e2c00bff2c2d5cce389c357f579559e166b 2 0 19.136
90 a6d2f2158bf8214c46fc3aa30dc63e2c00bff2c2d5cce389c357f579559e166b 4 1 28.182
90 a6d2f2158bf8214c46fc3aa30dc63e2c00bff2c2d5cce389c357f579559e166b 8 1 skip-monotone
90 a6d2f2158bf8214c46fc3aa30dc63e2c00bff2c2d5cce389c357f579559e166b 16 1 skip-monotone
90 a6d2f2158bf8214c46fc3aa30dc63e2c00bff2c2d5cce389c357f579559e166b 32 1 skip-monotone
91 5615b60b0b2ce84bbf556de0a9d8920eb42ac82035b2d07bd35d0d64cf04bcde 2 0 10.081
91 5615b60b0b2ce84bbf556de0a9d8920eb42ac82035b2d07bd35d0d64cf04bcde 4 0 10.093
91 5615b60b0b2ce84bbf556de0a9d8920eb42ac82035b2d07bd35d0d64cf04bcde 8 1 24.139
91 5615b60b0b2ce84bbf556de0a9d8920eb42ac82035b2d07bd35d0d64cf04bcde 16 1 skip-monotone
91 5615b60b0b2ce84bbf556de0a9d8920eb42ac82035b2d07bd35d0d64cf04bcde 32 1 skip-monotone
92 6b7cec34cee0f40c91bfdc536eeed8f37cbc8e73e6abc5928cb81478fb7b9000 2 0 16.122
92 6b7cec34cee0f40c91bfdc536eeed8f37cbc8e73e6abc5928cb81478fb7b9000 4 1 30.191
92 6b7cec34cee0f40c91bfdc536eeed8f37cbc8e73e6abc5928cb81478fb7b9000 8 1 skip-monotone
92 6b7cec34cee0f40c91bfdc536eeed8f37cbc8e73e6abc5928cb81478fb7b9000 16 1 skip-monotone
92 6b7cec34cee0f40c91bfdc536eeed8f37cbc8e73e6abc5928cb81478fb7b9000 32 1 skip-monotone
93 27a68293dc3a8b8f555beb0a91650744bf328f4958f54c55a897a5dc7d84f100 2 0 14.086
93 27a68293dc3a8b8f555beb0a91650744bf328f4958f54c55a897a5dc7d84f100 4 0 16.109
93 27a68293dc3a8b8f555beb0a91650744bf328f4958f54c55a897a5dc7d84f100 8 1 27.157
93 27a68293dc3a8b8f555beb0a91650744bf328f4958f54c55a897a5dc7d84f100 16 1 skip-monotone
93 27a68293dc3a8b8f555beb0a91650744bf328f4958f54c55a897a5dc7d84f100 32 1 skip-monotone
94 3f9f583a1e760cb7b204005d501abb10a337c0631166375b47293624dc5483ee 2 0 9.048
94 3f9f583a1e760cb7b204005d501abb10a337c0631166375b47293624dc5483ee 4 0 9.059
94 3f9f583a1e760cb7b204005d501abb10a337c0631166375b47293624dc5483ee 8 0 9.054
94 3f9f583a1e760cb7b204005d501abb10a337c0631166375b47293624dc5483ee 16 1 23.125
94 3f9f583a1e760cb7b204005d501abb10a337c0631166375b47293624dc5483ee 32 1 skip-monotone
95 668da92498730ff86a2e3d2c2ff66c509accdc7efc395bf5fd5cc721796f30c3 2 0 9.062
95 668da92498730ff86a2e3d2c2ff66c509accdc7efc395bf5fd5cc721796f30c3 4 0 9.067
95 668da92498730ff86a2e3d2c2ff66c509accdc7efc395bf5fd5cc721796f30c3 8 0 12.083
95 668da92498730ff86a2e3d2c2ff66c509accdc7efc395bf5fd5cc721796f30c3 16 1 24.178
95 668da92498730ff86a2e3d2c2ff66c509accdc7efc395bf5fd5cc721796f30c3 32 1 skip-monotone
96 6695a1430fc5265d28f12c55ab7675319fa705c520f328727c13f74acdf3443a 2 0 10.060
96 6695a1430fc5265d28f12c55ab7675319fa705c520f328727c13f74acdf3443a 4 1 17.085
96 6695a1430fc5265d28f12c55ab7675319fa705c520f328727c13f74acdf3443a 8 1 skip-monotone
96 6695a1430fc5265d28f12c55ab7675319fa705c520f328727c13f74acdf3443a 16 1 skip-monotone
96 6695a1430fc5265d28f12c55ab7675319fa705c520f328727c13f74acdf3443a 32 1 skip-monotone
97 db3a0004b757c2be6cfae1d4cd69bba01de17025c5737a1af1b4f060ec7eef43 2 0 9.067
97 db3a0004b757c2be6cfae1d4cd69bba01de17025c5737a1af1b4f060ec7eef43 4 0 11.082
97 db3a0004b757c2be6cfae1d4cd69bba01de17025c5737a1af1b4f060ec7eef43 8 0 12.085
97 db3a0004b757c2be6cfae1d4cd69bba01de17025c5737a1af1b4f060ec7eef43 16 1 31.192
97 db3a0004b757c2be6cfae1d4cd69bba01de17025c5737a1af1b4f060ec7eef43 32 1 skip-monotone
98 beecd8562bee24494f3be100f15da964a165b5fd37ef4272faa617e57948a4b3 2 1 27.172
98 beecd8562bee24494f3be100f15da964a165b5fd37ef4272faa617e57948a4b3 4 1 skip-monotone
98 beecd8562bee24494f3be100f15da964a165b5fd37ef4272faa617e57948a4b3 8 1 skip-monotone
98 beecd8562bee24494f3be100f15da964a165b5fd37ef4272faa617e57948a4b3 16 1 skip-monotone
98 beecd8562bee24494f3be100f15da964a165b5fd37ef4272faa617e57948a4b3 32 1 skip-monotone
99 cb6867b95ba9cb6044a40ccafd6accb4d5c860ae2293de0eeed5864698ca1678 2 0 12.076
99 cb6867b95ba9cb6044a40ccafd6accb4d5c860ae2293de0eeed5864698ca1678 4 1 24.158
99 cb6867b95ba9cb6044a40ccafd6accb4d5c860ae2293de0eeed5864698ca1678 8 1 skip-monotone
99 cb6867b95ba9cb6044a40ccafd6accb4d5c860ae2293de0eeed5864698ca1678 16 1 skip-monotone
99 cb6867b95ba9cb6044a40ccafd6accb4d5c860ae2293de0eeed5864698ca1678 32 1 skip-monotone
#64 iv run (gratuitous):
#key_index key_hex budget success seconds
0 754122d0ffa6f4da7e581eb5ad4d2f20653d419fb46ef35e2c755140c63c25b4 64 1 56.844
1 99eb7baf22ee3a8a44e8d481d3a99b0d3cea41ef61780dc0b6eb15be7daaa094 64 1 60.249
2 8f90f281fc5acd23a65e4bd2a1fd9e69674941deb8eecf8c989a06053bae452b 64 1 50.562
3 8c738cd9d8bac70cf2c0144782a8d138506e01f1a352346fe05547b648ba9167 64 1 46.102
4 dc86a656ad72d63d74080e84770343c231507c1d35896507682eae75083d47fe 64 1 39.316
