#2,4,8,16,32 iv run:
#key_index key_hex budget success seconds
5 076ae184453117e63639f9bfae4eb395747a5227c8be60b3c15f0a4394da245e 64 1 50.833
6 9ef87590eb09082fc74266ea9103a0093b1c9854f58fcaef89dcd6dcd5ba90f0 64 1 53.380
7 ba2a8e2b7875a482e5a3fcfa548ff51d3a83a9fe7c2c5f0aee11a5d4d22dd7b0 64 1 51.466
8 0bb9fbe90516fb538a8004bd6bd705823aed4614cc62e2ef35efea9e6995ee35 64 1 42.664
9 5a0e7e3f4db700e924e706afb1f4e8ca3b9b22a3106ccfdcc4869c6bfa7a34b6 64 1 43.975
10 34b5f39956882b2fa9e20ba0377d98649f5f4ec585c5d5da1b623d0684147071 64 1 33.339
11 b05d02ebde3dc0c20107571b495cc13f7b2ad0cda9abab0218dee908241a9187 64 1 78.358
12 7ba62d69040faa86b1d625efbf666faee07a7f9058dddc94efbb025cc16050ba 64 1 50.228
13 c186dc9eb1c12ceec50d2c51c49d633d8f8a725f1e84f92cd2102a99b648293d 64 1 44.003
14 37695641d9656d8c49de62909d1f81b9d3a2340a696bf6809874e450e9be6849 64 1 56.422
15 5fe3390e52c7f2ff31e15e854718516feeb7a6c05d4d669126c4f294506c0878 64 1 58.300
16 34b374f5d1133a5cc481a842fcc77ee546a7018c9efd9f35132c30a8051c5208 64 1 56.991
17 1f3ada6993e42b70aebff0edc872b1bb5072e27560dca1d6c68b9ad0778dc8dd 64 1 54.864
18 639d957b62de06ebd282c40a053b9a077bd941c430c02889c4956e4ed69a0a12 64 1 34.084
19 98182f0760c25616e425ae68918ef0bfbee8d2df4787139ab96075f72a9c63fc 64 1 64.243
20 134aef0f27b5c25c70809cb5dbf04dbdc2da62cb0ebd921daa00e4b7b660e03b 64 1 30.358
21 f24b4b8826d64825117747540bbaf3acdf158d4919d814552b0cc3103b601fe2 64 1 68.951
22 90d006b60c3cf0070225f600660e7ee1d26bafb6d83816a87439596475ca0d52 64 1 70.674
23 3d00806a18033854dbfa6c6da232d672f3b598ea3ff4c86941cf2b4a330af1c0 64 1 35.008
24 67dd05fd5254f7476ca877b93665f2c8524ff9ad41f730941e3473f46b0502b4 64 1 62.592
25 fdb168b2fdf7f2c7c191427c463b630780dcc7908e3629a6b896117fbd6b6719 64 1 51.583
26 2492e4ce2b45fc631aca958440a18ed166fb266fc43fc8f852506ed91d108a92 64 1 54.283
27 fd2315ada9ea6110eb65eb2bf88a28b509ceaff8e002a59f1f9332448b41b162 64 1 46.426
28 92b9350c37f61b3cff167f193ab129d5f44ecd1e165b0d971c3200c7bf4ef2d3 64 1 51.311
29 c5241416e56d492c447cffd20316272b673628570c37b082653989f460717655 64 1 53.901
30 ad3caf0526c8a501560cb0b3026e9ca8c31e371dbd19f178972701ad069d9144 64 1 51.156
31 0cd9bf4eee0ca3e3bd6575c1c8dd55707bab7e197fc77a6de91879f2afa9b613 64 1 74.419
32 7e97158b36917f284c92af17b456de74f0d86431bf72960ff07b5272a920a0ee 64 1 41.074
33 1c215528e595767f786af6930a731e2b89c761f69ff6a443c8026aeed4fe7d89 64 1 47.081
34 d42acac9b7ea86a5276184c7ab66db05d4535fef84f8605a104746aef8c4124a 64 1 53.976
35 aaa70127435c9fa51a8cb16ad71d6d1c4e4c96678393825af2514d3d0c4e0d87 64 1 50.382
36 cf4cff50cb7e622efb48e8852ef843b48cf46154056f25c1e49ee41cecfe3d99 64 1 59.996
37 be79ff561c59d7acbf1949aad833ef7f0772e4885b98870433c1670732d953bb 64 1 40.870
38 f90fdfef64367fc0e97743608b5b85f0da20d96acb33ed72a06d654dfd94315e 64 1 49.135
39 9de6aadc2780e859dabd6d7c6cec2ed5b8aee5da5549bc29cb3a5bca9373e163 64 1 45.809
40 983cb9cb10772ea5ba3907a93563cada744cc3102da996e1e4d3057034bf6e73 64 1 36.075
41 c46da33499672a53005b6015e08946b807c6b4242989789ad4d9b4d3bd86fec2 64 1 40.353
42 f8cd92f87fb0c38a9e6d443c047c298be3a2d9bf12c81af0de7b178e3cee1664 64 1 59.094
43 7fcafbbeeb54a10b89e23b5af7311a90ab58cbc7fdee4d7fb953b6255df0cd33 64 1 53.230
44 72bd74c8be3527f766bfb65f29e155c7f17327e988fd69dcce1aa9350c9d4cfc 64 1 57.434
45 f1dae53ced928cb1e2569bb7fc8c7d6609769dc3dbd93b24ae7624b639101360 64 1 32.355
46 946496f1833b4a96ca6a60cfb63f2168e44241bd7d12ab80fa933b7a77e5c19e 64 1 33.376
47 67982443544136419794d1dab5afa9d4b99ac5bd7f30c85533cc21bb9d20b8b4 64 1 59.162
48 6dcd976f486900688545204dea66700e728f97baa9e552d8e8bf0e5e0b946d81 64 1 30.985
49 4524f9a03f2865cb566856db9e11e4f6701e77220a51048dd0792155a7fed6f8 64 1 60.431
50 cfd5506e791cc54a543cdd6b8dbab81b7ea26e818e96562bbd318530ee30745e 64 1 58.041
51 689a26bd5016ba707e3bd6e2d1b7fe8e48b98ba16e2f5256b331e690b883c586 64 1 68.977
52 cbc0dab55ee185c8337de813c9542581110457544fe6c7a3c1e8b2ad059095ac 64 1 54.315
53 9febd56d91b4b1aa7ddd4fe03eae7533658df45353e0b37eb975ffe8f8d96845 64 1 60.364
54 0ab46343fc1a121be7d5f4c7459418388b78526cdf3cbd9890a971ee7ee42d2d 64 1 51.483
55 53532531d48b5959178ef3109737a3c747fc7bfdbe5efe2bbb30a32ca5860617 64 1 79.129
56 e1d16c308f5932b290830a23a0b5a33c45398277ceddff4b7bfe5d65f7f9a5d5 64 1 44.462
57 828fefe479efedb80622590ea2ce159ab6323249459f20ddd31a9f11fac0a5cb 64 1 46.450
58 4484e5b0a48b4a49c1cf083f39736271c7c61a5b9b304352813b31d9840cee7e 64 1 37.520
59 43f30e644366ceaeb3ed8dd38d4bba54cd7b752189833bdff5e396cc53f315b4 64 1 63.364
60 8560406cdaeb4815ddffa1393af7255cdd6eb70af883aab6a96b1cc32afa95db 64 1 59.274
61 82966e4b4c272818db1b04812bd8d27ec052f1a4add5adcf974d9f2bacb4433c 64 1 43.762
62 cc78d394c8afa3b47ecd9528fe0c7b8ca9e402f9bff446699c3a74408dbcb454 64 1 53.462
63 7e30a29f3a18b8ee05d4a48243bdef67d56b97d58f0989831b740ad8a5b21f5d 64 1 46.157
64 fa759b56131fe6555af63aba4037f10a5bf76dc10d04840a557740bff40f242c 64 1 52.639
65 fdcd2c201c8e33ccfa4617fedd471dc8df8e63dcb16e5b0624b4415530d24d39 64 1 49.532
66 617b63eaed625cd7a7b6d7483f9e311b665d3c8bdc35f8b65503649168783ddc 64 1 37.725
67 c3d8ed76d61f23d1b0abbf233b2d112a1dca9f0b60ac73e88400dce27ba7a9df 64 1 72.064
68 dfabf706be8cc1131d9e6789c1972d9f307341c7deda54efbf097d1d5657c1b9 64 1 41.830
69 81690d351f94b62b8411dc2752a9736d8087f24ba9bfcea434b71180c41d4a1e 64 1 74.685
70 4f98ab758032fa43806cda2071c1668a51f3814b6faa7287f12f604dfcc7d857 64 1 56.342
71 98a982b2209b5601094e34935db477cb0e97d25a098eae8c7d086cc4eb2ecfb8 64 1 57.640
72 0e721530e5398b3b20d1a63d26f5285f7b946d725bbe42a0366142af7f98a2f1 64 1 48.703
73 cd16256e94e6c039773188ce4dd1d389fc83d19dab6feb6723db591f2e4338d4 64 1 66.404
74 d8730bb7e1d2a8146d1644e9b06b760694bacbf1038c926365b95c17ead9abf6 64 1 51.572
75 fe2b3aae5e6e270428acb17f71d78f66288d90c1329958ce1ff0befb5e65815b 64 1 56.152
76 3261ffb6f69d49cc59d66840def606b5a54ae80c23df83b3668260531f4902fd 64 1 52.669
77 77a613f628b4ed033b13156ffd622df0beffb297b916013fa80d63298b19b698 64 1 43.763
78 47e66fa1c1f4002c28f5b2c5f8554988d0e1d86d532f4110847962bbabdbf911 64 1 48.750
79 df711d451677fdaa03a50e26c49acd8a6e552d6cb960c0e757d7c9b667c0a99c 64 1 64.416
80 f765c1f48814521cfd15c6043720ae1ff06cd5b69a0409c473f62729f87740ec 64 1 47.948
81 a8af650887290532e7ee22ac9e86d36402dc16bb715d3e4b5bd52207a2d001c4 64 1 41.828
82 9410eb9056ce0b742112db8d53bf51bc7030830f16a08ee38e8a200f39cdf10c 64 1 36.816
83 4d7d5d7261987cc48b02b51c183be050f3cc27c0164c39f72f1367ab9b77102b 64 1 50.041
84 534a2e101e7575d8adfad85cdb61f1a6a4ec3cd87c546a721f34ec02f75221cf 64 1 58.227
85 d1855bdee3e8a141a0f4b083d1bdb707561119cc62584324cba051dc17bc9db7 64 1 60.100
86 0f1b6e756de699c5783050b037956514523779c84b8976e51c99ce43524875cc 64 1 40.593
87 864b15c796323b32467113078a42ab67147293d1f13f21a79bcbd72c45f73150 64 1 54.717
88 2c68b7306e5e20311dbdab3c12a1e2cf5b282eadf0c80f9405f27d4945907eee 64 1 58.518
89 0addd82d17ab619bc99ea4aab5a5d6840684a109de9a2830ec08549263a72c12 64 1 54.023
90 a6d2f2158bf8214c46fc3aa30dc63e2c00bff2c2d5cce389c357f579559e166b 64 1 59.532
91 5615b60b0b2ce84bbf556de0a9d8920eb42ac82035b2d07bd35d0d64cf04bcde 64 1 45.728
92 6b7cec34cee0f40c91bfdc536eeed8f37cbc8e73e6abc5928cb81478fb7b9000 64 1 89.096
93 27a68293dc3a8b8f555beb0a91650744bf328f4958f54c55a897a5dc7d84f100 64 1 60.426
94 3f9f583a1e760cb7b204005d501abb10a337c0631166375b47293624dc5483ee 64 1 54.611
95 668da92498730ff86a2e3d2c2ff66c509accdc7efc395bf5fd5cc721796f30c3 64 1 45.906
96 6695a1430fc5265d28f12c55ab7675319fa705c520f328727c13f74acdf3443a 64 1 33.878
97 db3a0004b757c2be6cfae1d4cd69bba01de17025c5737a1af1b4f060ec7eef43 64 1 67.733
98 beecd8562bee24494f3be100f15da964a165b5fd37ef4272faa617e57948a4b3 64 1 70.927
99 cb6867b95ba9cb6044a40ccafd6accb4d5c860ae2293de0eeed5864698ca1678 64 1 52.052
# summary
# budget=2 successes=9/100 rate=0.090000
# budget=4 successes=45/100 rate=0.450000
# budget=8 successes=89/100 rate=0.890000
# budget=16 successes=100/100 rate=1.000000
# budget=32 successes=100/100 rate=1.000000
# budget=64 successes=100/100 rate=1.000000
